Igandean	↓0;d¦--+
,	↓0;d¦+
gosaldu	↓0;d¦+
ondoren	↓0;d¦+
itzuliko	↓0;d¦--+
dira	↓0;d-¦-+z→+n+
Iruñera	↑0¦↓1;d¦-→+
,	↓0;d¦+
eta	↓0;d¦+
Berrioplanoko	↑0¦↓1;d¦--+
El	↑0¦↓1;d¦+
Toro	↑0¦↓1;d¦+
hotelean	↓0;d¦---+
jarraituko	↓0;d¦--+
dute	↓0;d+*+e¦--+n+
kontzentrazioa	↓0;d¦-+
,	↓0;d¦+
partidua	↓0;d¦-+
jokatzeko	↓0;d¦----+u+
ordua	↓0;d¦-+
heldu	↓0;d¦+
arte	↓0;d¦+
.	↓0;d¦+

Osasun	↓0;d¦+
publikoan	↓0;d¦--+
eta	↓0;d¦+
erretiroko	↓0;d¦--+
pentsioetan	↓0;d¦----+
ere	↓0;d¦+
aurreikusita	↓0;d¦--+
dago	↓0;d--+e¦+n+
oinarrizko	↓0;d¦+
erreformak	↓0;d¦-+
egitea	↓0;d¦---+n+
.	↓0;d¦+

Kurba	↓0;d¦+
hauei	↓0;d¦-+k+
begiratzeak	↓0;d¦----+u+
funtzionamendua	↓0;d¦-+
ulertzen	↓0;d¦---+u+
lagunduko	↓0;d¦--+
digu	↓0;d+*+e¦--→+n+
.	↓0;d¦+

Hala	↓0;d¦+
ondorioztatu	↓0;d¦+
zuen	↓0;d--+*¦+d+u→+
atzo	↓0;d¦+
Eduardo	↑0¦↓1;d¦+
Stein	↑0¦↓1;d¦+
Guatemalako	↑0¦↓1;d¦--+
Atzerri	↓0;d¦+
ministro	↓0;d¦+
ohi	↓0;d¦+
eta	↓0;d¦+
OEA	↓0;d¦+h→-+
Amerikako	↑0¦↓1;d¦--+
Estatuen	↓0;d¦--+
Erakundearen	↓0;d¦----+
Peruko	↑0¦↓1;d¦--+
bozetarako	↓0;d¦-------+
misioko	↓0;d¦--+
buruzagiak	↓0;d¦--+
.	↓0;d¦+

Negoziazio	↓0;d¦+
horiek	↓0;d¦+
irailean	↓0;d¦---+
bukatu	↓0;d¦+
beharra	↓0;d¦--+
daukate	↓0;d+e→-¦---+i+
Estatu	↓0;d¦+
palestinarraren	↓0;d¦-----+
aldarrikapenarekin	↓0;d¦------+
.	↓0;d¦+

Andra	↑0¦↓1;d¦+
Mari	↑0¦↓1;d¦+
Zuriaren	↑0¦↓1;d¦---+
txapelketan	↓0;d¦-+
,	↓0;d¦+
aldiz	↓0;d¦+
,	↓0;d¦+
finalerdietan	↓0;d¦----+
