1	↓0;d¦
Quaffle	↑0¦↓1;d¦
(	↓0;d¦
volleyball	↓0;d¦
,	↓0;d¦
Frisbee	↑0¦↓1;d¦
,	↓0;d¦
soccer	↓0;d¦
ball	↓0;d¦
,	↓0;d¦
etc	↓0;d¦
.	↓0;d¦
)	↓0;d¦

So	↓0;d¦
in	↓0;d¦
a	↓0;d¦
way	↓0;d¦
people	↓0;d¦
often	↓0;d¦
do	↓0;d¦
n't	↓0;d¦
know	↓0;d¦
how	↓0;d¦
to	↓0;d¦
combine	↓0;d¦
the	↓0;d¦
two	↓0;d¦
fields	↓0;d¦-
.	↓0;d¦

Everything	↑0¦↓1;d¦
is	↓0;abe
white	↓0;d¦
and	↓0;d¦
hospital-like	↓0;d¦
but	↓0;d¦
there	↓0;d¦
’s	↓0;abe
no	↓0;d¦
examining	↓0;d¦
couch	↓0;d¦
.	↓0;d¦

So	↓0;d¦
ultimately	↓0;d¦
I	↑0;d¦
decided	↓0;d¦-
that	↓0;d¦
eHow	↓0¦↑1¦↓2;d¦
's	↓0;d¦
model	↓0;d¦
would	↓0;d¦
not	↓0;d¦
build	↓0;d¦
the	↓0;d¦
resource	↓0;d¦
I	↑0;d¦
envisioned	↓0;d¦--
.	↓0;d¦

It	↓0;d¦
was	↓0;abe
n’t	↓0;d¦-+'→
as	↓0;d¦
loud	↓0;d¦
as	↓0;d¦
my	↓0;d¦
heels	↓0;d¦-
.	↓0;d¦

Your	↓0;d¦
reserve	↓0;d¦
chute	↓0;d¦
should	↓0;d¦
have	↓0;d¦
been	↓0;d¦--
packed	↓0;d¦--
by	↓0;d¦
a	↓0;d¦
certified	↓0;d¦
rigger	↓0;d¦
and	↓0;d¦
is	↓0;abe
moderately	↓0;d¦
less	↓0;d¦
likely	↓0;d¦
to	↓0;d¦
fail	↓0;d¦
;	↓0;d¦

This	↓0;d¦
will	↓0;d¦
make	↓0;d¦
grammar	↓0;d¦
much	↓0;d¦
easier	↓0;d¦---+y
to	↓0;d¦
make	↓0;d¦
.	↓0;d¦

The	↓0;d¦
current	↓0;d¦
study	↓0;d¦
will	↓0;d¦
contribute	↓0;d¦
to	↓0;d¦
the	↓0;d¦
development	↓0;d¦
of	↓0;d¦
further	↓0;d¦
qualitative	↓0;d¦
and	↓0;d¦
quantitative	↓0;d¦
research	↓0;d¦
that	↓0;d¦
will	↓0;d¦
more	↓0;d¦
clearly	↓0;d¦
define	↓0;d¦
the	↓0;d¦
information	↓0;d¦
behaviors	↓0;d¦-
of	↓0;d¦
the	↓0;d¦
transmedia	↓0;d¦
fan	↓0;d¦
.	↓0;d¦

Dance	↓0;d¦
to	↓0;d¦
the	↓0;d¦
elevator	↓0;d¦
music	↓0;d¦
.	↓0;d¦

Otto	↑0¦↓1;d¦
Jespersen	↑0¦↓1;d¦

'	↓0;d¦
aviatio	↓0;d¦
'	↓0;d¦
comes	↓0;d¦-
from	↓0;d¦
English	↑0¦↓1;d¦
.	↓0;d¦

1/2	↓0;a@card@
cup	↓0;d¦
(	↓0;d¦
120	↓0;a@card@
ml	↓0;d¦
)	↓0;d¦
vegetable	↓0;d¦
oil	↓0;d¦

We	↓0;d¦
hypothesized	↓0;d¦-
that	↓0;d¦
the	↓0;d¦
children	↓0;d¦---
,	↓0;d¦
who	↓0;d¦
were	↓0;d-+b¦--
over	↓0;d¦
the	↓0;d¦
age	↓0;d¦
